"polozka","mesic","cena","polozka_kod","idhod"
"Vejce slepičí čerstvá [10 ks]","2013-11","28.65","0114701","1303071493"
"Vejce slepičí čerstvá [10 ks]","2013-12","29.49","0114701","1303529024"
"Vejce slepičí čerstvá [10 ks]","2014-01","30.23","0114701","1302917625"
"Vejce slepičí čerstvá [10 ks]","2014-02","29.95","0114701","1302917626"
"Vejce slepičí čerstvá [10 ks]","2014-03","30.64","0114701","1302917627"
"Vejce slepičí čerstvá [10 ks]","2014-04","29.25","0114701","1303073550"
"Vejce slepičí čerstvá [10 ks]","2014-05","30.18","0114701","1303496223"
"Vejce slepičí čerstvá [10 ks]","2014-06","30.32","0114701","1303531110"
"Vejce slepičí čerstvá [10 ks]","2014-07","29.80","0114701","1303073551"
"Vejce slepičí čerstvá [10 ks]","2014-08","30.66","0114701","1302921729"
"Vejce slepičí čerstvá [10 ks]","2014-09","30.14","0114701","1303073552"
"Vejce slepičí čerstvá [10 ks]","2014-10","31.63","0114701","1302921093"
"Vejce slepičí čerstvá [10 ks]","2014-11","33.40","0114701","1303271297"
"Vejce slepičí čerstvá [10 ks]","2014-12","32.98","0114701","1303072778"
"Vejce slepičí čerstvá [10 ks]","2015-01","33.42","0114701","1302919571"
"Vejce slepičí čerstvá [10 ks]","2015-02","32.68","0114701","1303270582"
"Vejce slepičí čerstvá [10 ks]","2015-03","33.56","0114701","1303072486"
"Vejce slepičí čerstvá [10 ks]","2015-04","32.32","0114701","1303046854"
"Vejce slepičí čerstvá [10 ks]","2015-05","33.29","0114701","1303072588"
"Vejce slepičí čerstvá [10 ks]","2015-06","31.09","0114701","1303270671"
"Vejce slepičí čerstvá [10 ks]","2015-07","31.15","0114701","1303530164"
"Vejce slepičí čerstvá [10 ks]","2015-08","28.96","0114701","1302917384"
"Vejce slepičí čerstvá [10 ks]","2015-09","28.91","0114701","1303269512"
"Vejce slepičí čerstvá [10 ks]","2015-10","29.05","0114701","1303495804"
"Vejce slepičí čerstvá [10 ks]","2015-11","29.75","0114701","1303073081"
"Vejce slepičí čerstvá [10 ks]","2015-12","29.58","0114701","1303495805"
"Vejce slepičí čerstvá [10 ks]","2016-01","29.76","0114701","1303530656"
"Vejce slepičí čerstvá [10 ks]","2016-02","29.53","0114701","1303271171"
"Vejce slepičí čerstvá [10 ks]","2016-03","28.60","0114701","1303530657"
"Vejce slepičí čerstvá [10 ks]","2016-04","28.91","0114701","1303528905"
"Vejce slepičí čerstvá [10 ks]","2016-05","28.63","0114701","1303071381"
"Vejce slepičí čerstvá [10 ks]","2016-06","26.70","0114701","1302917263"
"Vejce slepičí čerstvá [10 ks]","2016-07","27.49","0114701","1303071382"
"Vejce slepičí čerstvá [10 ks]","2016-08","24.94","0114701","1303494059"
"Vejce slepičí čerstvá [10 ks]","2016-09","25.84","0114701","1303071383"
"Vejce slepičí čerstvá [10 ks]","2016-10","26.87","0114701","1303493930"
"Vejce slepičí čerstvá [10 ks]","2016-11","31.59","0114701","1303045519"
"Vejce slepičí čerstvá [10 ks]","2016-12","32.86","0114701","1303071086"
"Vejce slepičí čerstvá [10 ks]","2017-01","34.13","0114701","1303529452"
"Vejce slepičí čerstvá [10 ks]","2017-02","33.77","0114701","1303529453"
"Vejce slepičí čerstvá [10 ks]","2017-03","32.87","0114701","1303529454"
"Vejce slepičí čerstvá [10 ks]","2017-04","33.57","0114701","1303382310"
"Vejce slepičí čerstvá [10 ks]","2017-05","32.70","0114701","1302918359"
"Vejce slepičí čerstvá [10 ks]","2017-06","32.45","0114701","1303494609"
"Vejce slepičí čerstvá [10 ks]","2017-07","34.19","0114701","1303494610"
"Vejce slepičí čerstvá [10 ks]","2017-08","32.86","0114701","1303046955"
"Vejce slepičí čerstvá [10 ks]","2017-09","32.23","0114701","1303072665"
"Vejce slepičí čerstvá [10 ks]","2017-10","36.23","0114701","1303530242"
"Vejce slepičí čerstvá [10 ks]","2017-11","49.99","0114701","1303072666"
"Vejce slepičí čerstvá [10 ks]","2017-12","49.95","0114701","1303270753"
"Vejce slepičí čerstvá [10 ks]","2018-01","46.51","0114701","1303270754"
"Vejce slepičí čerstvá [10 ks]","2018-02","41.88","0114701","1302919944"
"Vejce slepičí čerstvá [10 ks]","2018-03","37.84","0114701","1303072667"
"Vejce slepičí čerstvá [10 ks]","2018-04","38.04","0114701","1303495496"
"Vejce slepičí čerstvá [10 ks]","2018-05","36.95","0114701","1303047050"
"Vejce slepičí čerstvá [10 ks]","2018-06","38.83","0114701","1302920135"
"Vejce slepičí čerstvá [10 ks]","2018-07","36.98","0114701","1303047051"
"Vejce slepičí čerstvá [10 ks]","2018-08","36.26","0114701","1303495497"
"Vejce slepičí čerstvá [10 ks]","2018-09","37.96","0114701","1303495498"
"Vejce slepičí čerstvá [10 ks]","2018-10","36.04","0114701","1303047052"
"Vejce slepičí čerstvá [10 ks]","2018-11","37.16","0114701","1302920136"
"Vejce slepičí čerstvá [10 ks]","2018-12","36.07","0114701","1303383362"
"Vejce slepičí čerstvá [10 ks]","2019-01","33.80","0114701","1303495580"
"Vejce slepičí čerstvá [10 ks]","2019-02","33.52","0114701","1303383363"
"Vejce slepičí čerstvá [10 ks]","2019-03","32.26","0114701","1303270957"
"Vejce slepičí čerstvá [10 ks]","2019-04","31.66","0114701","1303529951"
"Vejce slepičí čerstvá [10 ks]","2019-05","31.66","0114701","1303382814"
"Vejce slepičí čerstvá [10 ks]","2019-06","30.60","0114701","1303046638"
"Vejce slepičí čerstvá [10 ks]","2019-07","29.85","0114701","1303270483"
"Vejce slepičí čerstvá [10 ks]","2019-08","29.77","0114701","1303530462"
"Vejce slepičí čerstvá [10 ks]","2019-09","30.18","0114701","1303270959"
"Vejce slepičí čerstvá [10 ks]","2019-10","30.40","0114701","1302920385"
"Vejce slepičí čerstvá [10 ks]","2019-11","31.38","0114701","1303530463"
"Vejce slepičí čerstvá [10 ks]","2019-12","31.47","0114701","1303270960"
"Vejce slepičí čerstvá [10 ks]","2020-01","30.92","0114701","1302920386"
"Vejce slepičí čerstvá [10 ks]","2020-02","29.77","0114701","1303072862"
"Vejce slepičí čerstvá [10 ks]","2020-03","29.64","0114701","1303047166"
"Vejce slepičí čerstvá [10 ks]","2020-04","28.66","0114701","1303047881"
"Vejce slepičí čerstvá [10 ks]","2020-05","30.14","0114701","1303531203"
"Vejce slepičí čerstvá [10 ks]","2020-06","29.74","0114701","1303496331"
"Vejce slepičí čerstvá [10 ks]","2020-07","29.46","0114701","1302921284"
"Vejce slepičí čerstvá [10 ks]","2020-08","28.78","0114701","1303383807"
"Vejce slepičí čerstvá [10 ks]","2020-09","26.84","0114701","1302921285"
"Vejce slepičí čerstvá [10 ks]","2020-10","25.41","0114701","1303073320"
"Vejce slepičí čerstvá [10 ks]","2020-11","27.70","0114701","1303496017"
"Vejce slepičí čerstvá [10 ks]","2020-12","27.03","0114701","1303270385"
"Vejce slepičí čerstvá [10 ks]","2021-01","27.20","0114701","1226074439"
"Vejce slepičí čerstvá [10 ks]","2021-02","24.40","0114701","1226074440"
"Vejce slepičí čerstvá [10 ks]","2021-03","25.55","0114701","1226074441"
"Vejce slepičí čerstvá [10 ks]","2021-04","24.37","0114701","1226074442"
"Vejce slepičí čerstvá [10 ks]","2021-05","23.73","0114701","1226074443"
"Vejce slepičí čerstvá [10 ks]","2021-06","26.99","0114701","1226074445"
"Vejce slepičí čerstvá [10 ks]","2021-07","25.17","0114701","1226074446"
"Vejce slepičí čerstvá [10 ks]","2021-08","26.93","0114701","1226074447"
"Vejce slepičí čerstvá [10 ks]","2021-09","24.81","0114701","1226074448"
"Vejce slepičí čerstvá [10 ks]","2021-10","26.43","0114701","1226074449"
"Vejce slepičí čerstvá [10 ks]","2021-11","25.95","0114701","1226074450"
"Vejce slepičí čerstvá [10 ks]","2021-12","25.33","0114701","1226074451"
"Vejce slepičí čerstvá [10 ks]","2022-01","29.37","0114701","1303495687"
"Vejce slepičí čerstvá [10 ks]","2022-02","28.20","0114701","1303271070"
"Vejce slepičí čerstvá [10 ks]","2022-03","29.36","0114701","1302920605"
"Vejce slepičí čerstvá [10 ks]","2022-04","30.11","0114701","1302918547"
"Vejce slepičí čerstvá [10 ks]","2022-05","33.39","0114701","1303494709"
"Vejce slepičí čerstvá [10 ks]","2022-06","34.48","0114701","1303529551"
"Vejce slepičí čerstvá [10 ks]","2022-07","33.66","0114701","1303046244"
"Vejce slepičí čerstvá [10 ks]","2022-08","35.90","0114701","1302918548"
"Vejce slepičí čerstvá [10 ks]","2022-09","35.51","0114701","1303270097"
"Vejce slepičí čerstvá [10 ks]","2022-10","45.01","0114701","1303530882"
"Vejce slepičí čerstvá [10 ks]","2022-11","48.92","0114701","1303496116"
"Vejce slepičí čerstvá [10 ks]","2022-12","50.99","0114701","1303047196"
"Vejce slepičí čerstvá [10 ks]","2023-01","56.54","0114701","1303072980"
"Vejce slepičí čerstvá [10 ks]","2023-02","56.32","0114701","1302920606"
"Vejce slepičí čerstvá [10 ks]","2023-03","50.39","0114701","1303047267"
"Vejce slepičí čerstvá [10 ks]","2023-04","43.43","0114701","1303530556"
"Vejce slepičí čerstvá [10 ks]","2023-05","46.76","0114701","1302920607"
"Vejce slepičí čerstvá [10 ks]","2023-06","47.01","0114701","1303495689"
"Vejce slepičí čerstvá [10 ks]","2023-07","45.45","0114701","1303072981"
"Vejce slepičí čerstvá [10 ks]","2023-08","41.36","0114701","1303270098"
"Vejce slepičí čerstvá [10 ks]","2023-09","37.25","0114701","1303072015"
"Vejce slepičí čerstvá [10 ks]","2023-10","40.44","0114701","1303072120"
"Vejce slepičí čerstvá [10 ks]","2023-11","36.19","0114701","1303529651"
"Vejce slepičí čerstvá [10 ks]","2023-12","37.13","0114701","1302918728"
"Vejce slepičí čerstvá [10 ks]","2024-01","40.27","0114701","1303271499"
"Vejce slepičí čerstvá [10 ks]","2024-02","37.83","0114701","1302921505"
"Vejce slepičí čerstvá [10 ks]","2024-03","36.08","0114701","1270013855"
"Vejce slepičí čerstvá [10 ks]","2024-04","35.78","0114701","1282308197"
"Vejce slepičí čerstvá [10 ks]","2024-05","34.72","0114701","1289788488"
"Vejce slepičí čerstvá [10 ks]","2024-06","33.72","0114701","1301196749"
"Vejce slepičí čerstvá [10 ks]","2024-07","35.72","0114701","1307440606"
"Vejce slepičí čerstvá [10 ks]","2024-08","32.37","0114701","1327447919"
"Vejce slepičí čerstvá [10 ks]","2024-09","34.84","0114701","1337635846"
"Vejce slepičí čerstvá [10 ks]","2024-10","36.86","0114701","1344738638"
"Vejce slepičí čerstvá [10 ks]","2024-11","47.56","0114701","1349753119"
"Mléko polotučné pasterované [1 l]","2010-01","15.73","0114201","1302919534"
"Mléko polotučné pasterované [1 l]","2010-02","15.79","0114201","1303046738"
"Mléko polotučné pasterované [1 l]","2010-03","15.00","0114201","1303073643"
"Mléko polotučné pasterované [1 l]","2010-04","15.74","0114201","1303531197"
"Mléko polotučné pasterované [1 l]","2010-05","15.43","0114201","1303073644"
"Mléko polotučné pasterované [1 l]","2010-06","15.40","0114201","1303531198"
"Mléko polotučné pasterované [1 l]","2010-07","16.58","0114201","1302921911"
"Mléko polotučné pasterované [1 l]","2010-08","16.71","0114201","1303384117"
"Mléko polotučné pasterované [1 l]","2010-09","16.27","0114201","1302921912"
"Mléko polotučné pasterované [1 l]","2010-10","16.81","0114201","1303531199"
"Mléko polotučné pasterované [1 l]","2010-11","16.62","0114201","1303495714"
"Mléko polotučné pasterované [1 l]","2010-12","16.17","0114201","1303383503"
"Mléko polotučné pasterované [1 l]","2011-01","16.67","0114201","1303072999"
"Mléko polotučné pasterované [1 l]","2011-02","16.62","0114201","1303530579"
"Mléko polotučné pasterované [1 l]","2011-03","17.53","0114201","1303495521"
"Mléko polotučné pasterované [1 l]","2011-04","17.77","0114201","1302920213"
"Mléko polotučné pasterované [1 l]","2011-05","17.95","0114201","1303495522"
"Mléko polotučné pasterované [1 l]","2011-06","17.50","0114201","1303270880"
"Mléko polotučné pasterované [1 l]","2011-07","17.94","0114201","1303045515"
"Mléko polotučné pasterované [1 l]","2011-08","17.81","0114201","1303045516"
"Mléko polotučné pasterované [1 l]","2011-09","17.48","0114201","1303045517"
"Mléko polotučné pasterované [1 l]","2011-10","17.82","0114201","1303269348"
"Mléko polotučné pasterované [1 l]","2011-11","18.03","0114201","1302917038"
"Mléko polotučné pasterované [1 l]","2011-12","18.45","0114201","1302917039"
"Mléko polotučné pasterované [1 l]","2012-01","19.00","0114201","1303045518"
"Mléko polotučné pasterované [1 l]","2012-02","18.17","0114201","1303528791"
"Mléko polotučné pasterované [1 l]","2012-03","19.12","0114201","1303269992"
"Mléko polotučné pasterované [1 l]","2012-04","18.75","0114201","1303529451"
"Mléko polotučné pasterované [1 l]","2012-05","19.61","0114201","1302918358"
"Mléko polotučné pasterované [1 l]","2012-06","18.92","0114201","1303269888"
"Mléko polotučné pasterované [1 l]","2012-07","18.49","0114201","1303382212"
"Mléko polotučné pasterované [1 l]","2012-08","18.52","0114201","1303382213"
"Mléko polotučné pasterované [1 l]","2012-09","18.34","0114201","1302918138"
"Mléko polotučné pasterované [1 l]","2012-10","19.17","0114201","1303046033"
"Mléko polotučné pasterované [1 l]","2012-11","18.34","0114201","1303270286"
"Mléko polotučné pasterované [1 l]","2012-12","18.32","0114201","1302918941"
"Mléko polotučné pasterované [1 l]","2013-01","19.30","0114201","1303382708"
"Mléko polotučné pasterované [1 l]","2013-02","19.18","0114201","1303494996"
"Mléko polotučné pasterované [1 l]","2013-03","19.28","0114201","1303270380"
"Mléko polotučné pasterované [1 l]","2013-04","18.99","0114201","1303270381"
"Mléko polotučné pasterované [1 l]","2013-05","18.68","0114201","1303529841"
"Mléko polotučné pasterované [1 l]","2013-06","19.08","0114201","1303529642"
"Mléko polotučné pasterované [1 l]","2013-07","19.21","0114201","1302921074"
"Mléko polotučné pasterované [1 l]","2013-08","19.03","0114201","1303047491"
"Mléko polotučné pasterované [1 l]","2013-09","19.14","0114201","1303271095"
"Mléko polotučné pasterované [1 l]","2013-10","19.49","0114201","1303047290"
"Mléko polotučné pasterované [1 l]","2013-11","19.49","0114201","1303047291"
"Mléko polotučné pasterované [1 l]","2013-12","20.49","0114201","1303047292"
"Mléko polotučné pasterované [1 l]","2014-01","19.86","0114201","1303073109"
"Mléko polotučné pasterované [1 l]","2014-02","19.96","0114201","1303047391"
"Mléko polotučné pasterované [1 l]","2014-03","21.07","0114201","1303270782"
"Mléko polotučné pasterované [1 l]","2014-04","21.18","0114201","1302919999"
"Mléko polotučné pasterované [1 l]","2014-05","21.07","0114201","1302920000"
"Mléko polotučné pasterované [1 l]","2014-06","21.05","0114201","1303495425"
"Mléko polotučné pasterované [1 l]","2014-07","21.14","0114201","1303495426"
"Mléko polotučné pasterované [1 l]","2014-08","20.83","0114201","1303270783"
"Mléko polotučné pasterované [1 l]","2014-09","20.21","0114201","1303382952"
"Mléko polotučné pasterované [1 l]","2014-10","21.07","0114201","1303270595"
"Mléko polotučné pasterované [1 l]","2014-11","20.90","0114201","1302916928"
"Mléko polotučné pasterované [1 l]","2014-12","20.59","0114201","1302916708"
"Mléko polotučné pasterované [1 l]","2015-01","20.33","0114201","1303493753"
"Mléko polotučné pasterované [1 l]","2015-02","21.04","0114201","1303045362"
"Mléko polotučné pasterované [1 l]","2015-03","20.80","0114201","1302916709"
"Mléko polotučné pasterované [1 l]","2015-04","20.52","0114201","1303071080"
"Mléko polotučné pasterované [1 l]","2015-05","20.27","0114201","1303269166"
"Mléko polotučné pasterované [1 l]","2015-06","19.86","0114201","1303269167"
"Mléko polotučné pasterované [1 l]","2015-07","18.62","0114201","1302918719"
"Mléko polotučné pasterované [1 l]","2015-08","18.98","0114201","1303046332"
"Mléko polotučné pasterované [1 l]","2015-09","19.07","0114201","1303494797"
"Mléko polotučné pasterované [1 l]","2015-10","19.51","0114201","1303046333"
"Mléko polotučné pasterované [1 l]","2015-11","18.55","0114201","1303494798"
"Mléko polotučné pasterované [1 l]","2015-12","17.80","0114201","1303496212"
"Mléko polotučné pasterované [1 l]","2016-01","19.21","0114201","1303047788"
"Mléko polotučné pasterované [1 l]","2016-02","18.74","0114201","1302921698"
"Mléko polotučné pasterované [1 l]","2016-03","17.53","0114201","1303047190"
"Mléko polotučné pasterované [1 l]","2016-04","18.59","0114201","1303072889"
"Mléko polotučné pasterované [1 l]","2016-05","17.81","0114201","1303270982"
"Mléko polotučné pasterované [1 l]","2016-06","17.44","0114201","1302920447"
"Mléko polotučné pasterované [1 l]","2016-07","16.86","0114201","1303072890"
"Mléko polotučné pasterované [1 l]","2016-08","17.63","0114201","1303270983"
"Mléko polotučné pasterované [1 l]","2016-09","17.27","0114201","1303072891"
"Mléko polotučné pasterované [1 l]","2016-10","17.89","0114201","1303072892"
"Mléko polotučné pasterované [1 l]","2016-11","18.32","0114201","1303045568"
"Mléko polotučné pasterované [1 l]","2016-12","18.61","0114201","1303071313"
"Mléko polotučné pasterované [1 l]","2017-01","18.73","0114201","1303381714"
"Mléko polotučné pasterované [1 l]","2017-02","19.35","0114201","1302917144"
"Mléko polotučné pasterované [1 l]","2017-03","19.04","0114201","1302916929"
"Mléko polotučné pasterované [1 l]","2017-04","19.80","0114201","1303269289"
"Mléko polotučné pasterované [1 l]","2017-05","18.71","0114201","1302916930"
"Mléko polotučné pasterované [1 l]","2017-06","19.58","0114201","1303493860"
"Mléko polotučné pasterované [1 l]","2017-07","19.45","0114201","1302919530"
"Mléko polotučné pasterované [1 l]","2017-08","20.01","0114201","1302919531"
"Mléko polotučné pasterované [1 l]","2017-09","19.72","0114201","1303530050"
"Mléko polotučné pasterované [1 l]","2017-10","19.92","0114201","1303046735"
"Mléko polotučné pasterované [1 l]","2017-11","20.47","0114201","1303046736"
"Mléko polotučné pasterované [1 l]","2017-12","20.32","0114201","1303495211"
"Mléko polotučné pasterované [1 l]","2018-01","20.30","0114201","1302919532"
"Mléko polotučné pasterované [1 l]","2018-02","20.55","0114201","1303046737"
"Mléko polotučné pasterované [1 l]","2018-03","19.44","0114201","1302921909"
"Mléko polotučné pasterované [1 l]","2018-04","19.68","0114201","1302921910"
"Mléko polotučné pasterované [1 l]","2018-05","19.66","0114201","1303384116"
"Mléko polotučné pasterované [1 l]","2018-06","19.17","0114201","1303271493"
"Mléko polotučné pasterované [1 l]","2018-07","20.19","0114201","1302921490"
"Mléko polotučné pasterované [1 l]","2018-08","20.08","0114201","1303271494"
"Mléko polotučné pasterované [1 l]","2018-09","20.25","0114201","1303530992"
"Mléko polotučné pasterované [1 l]","2018-10","19.57","0114201","1303271495"
"Mléko polotučné pasterované [1 l]","2018-11","19.45","0114201","1303270879"
"Mléko polotučné pasterované [1 l]","2018-12","19.67","0114201","1303047082"
"Mléko polotučné pasterované [1 l]","2019-01","19.27","0114201","1303530394"
"Mléko polotučné pasterované [1 l]","2019-02","20.12","0114201","1302920212"
"Mléko polotučné pasterované [1 l]","2019-03","20.22","0114201","1303072796"
"Mléko polotučné pasterované [1 l]","2019-04","20.06","0114201","1303383286"
"Mléko polotučné pasterované [1 l]","2019-05","20.75","0114201","1303047083"
"Mléko polotučné pasterované [1 l]","2019-06","19.95","0114201","1303072612"
"Mléko polotučné pasterované [1 l]","2019-07","20.24","0114201","1303071254"
"Mléko polotučné pasterované [1 l]","2019-08","20.38","0114201","1303381653"
"Mléko polotučné pasterované [1 l]","2019-09","20.06","0114201","1302916815"
"Mléko polotučné pasterované [1 l]","2019-10","20.34","0114201","1303071143"
"Mléko polotučné pasterované [1 l]","2019-11","20.55","0114201","1302916816"
"Mléko polotučné pasterované [1 l]","2019-12","20.79","0114201","1303381541"
"Mléko polotučné pasterované [1 l]","2020-01","19.39","0114201","1303493813"
"Mléko polotučné pasterované [1 l]","2020-02","19.69","0114201","1303493814"
"Mléko polotučné pasterované [1 l]","2020-03","20.07","0114201","1303072575"
"Mléko polotučné pasterované [1 l]","2020-04","19.90","0114201","1303495299"
"Mléko polotučné pasterované [1 l]","2020-05","20.03","0114201","1303270657"
"Mléko polotučné pasterované [1 l]","2020-06","19.32","0114201","1303530145"
"Mléko polotučné pasterované [1 l]","2020-07","19.26","0114201","1303530146"
"Mléko polotučné pasterované [1 l]","2020-08","19.41","0114201","1303046836"
"Mléko polotučné pasterované [1 l]","2020-09","18.22","0114201","1303046631"
"Mléko polotučné pasterované [1 l]","2020-10","18.28","0114201","1303382810"
"Mléko polotučné pasterované [1 l]","2020-11","18.36","0114201","1303494801"
"Mléko polotučné pasterované [1 l]","2020-12","17.86","0114201","1303530993"
"Mléko polotučné pasterované [1 l]","2021-01","17.91","0114201","1226074239"
"Mléko polotučné pasterované [1 l]","2021-02","17.26","0114201","1226074240"
"Mléko polotučné pasterované [1 l]","2021-03","17.69","0114201","1226074241"
"Mléko polotučné pasterované [1 l]","2021-04","17.18","0114201","1226074242"
"Mléko polotučné pasterované [1 l]","2021-05","17.21","0114201","1226074243"
"Mléko polotučné pasterované [1 l]","2021-06","17.70","0114201","1226074245"
"Mléko polotučné pasterované [1 l]","2021-07","17.58","0114201","1226074246"
"Mléko polotučné pasterované [1 l]","2021-08","18.73","0114201","1226074247"
"Mléko polotučné pasterované [1 l]","2021-09","18.49","0114201","1226074248"
"Mléko polotučné pasterované [1 l]","2021-10","18.63","0114201","1226074249"
"Mléko polotučné pasterované [1 l]","2021-11","18.92","0114201","1226074250"
"Mléko polotučné pasterované [1 l]","2021-12","18.84","0114201","1226074251"
"Mléko polotučné pasterované [1 l]","2022-01","19.03","0114201","1302919818"
"Mléko polotučné pasterované [1 l]","2022-02","19.49","0114201","1303495333"
"Mléko polotučné pasterované [1 l]","2022-03","18.39","0114201","1303528659"
"Mléko polotučné pasterované [1 l]","2022-04","19.49","0114201","1302916818"
"Mléko polotučné pasterované [1 l]","2022-05","19.97","0114201","1303381543"
"Mléko polotučné pasterované [1 l]","2022-06","21.06","0114201","1302916819"
"Mléko polotučné pasterované [1 l]","2022-07","22.16","0114201","1303269234"
"Mléko polotučné pasterované [1 l]","2022-08","22.09","0114201","1303071144"
"Mléko polotučné pasterované [1 l]","2022-09","22.13","0114201","1302916820"
"Mléko polotučné pasterované [1 l]","2022-10","23.16","0114201","1303045416"
"Mléko polotučné pasterované [1 l]","2022-11","23.24","0114201","1302918139"
"Mléko polotučné pasterované [1 l]","2022-12","23.50","0114201","1303269889"
"Mléko polotučné pasterované [1 l]","2023-01","24.01","0114201","1303494495"
"Mléko polotučné pasterované [1 l]","2023-02","24.01","0114201","1303071799"
"Mléko polotučné pasterované [1 l]","2023-03","24.48","0114201","1303383028"
"Mléko polotučné pasterované [1 l]","2023-04","24.63","0114201","1303495300"
"Mléko polotučné pasterované [1 l]","2023-05","24.51","0114201","1303046837"
"Mléko polotučné pasterované [1 l]","2023-06","24.52","0114201","1303046838"
"Mléko polotučné pasterované [1 l]","2023-07","24.15","0114201","1302919615"
"Mléko polotučné pasterované [1 l]","2023-08","22.75","0114201","1302919616"
"Mléko polotučné pasterované [1 l]","2023-09","22.62","0114201","1303270596"
"Mléko polotučné pasterované [1 l]","2023-10","22.57","0114201","1303270597"
"Mléko polotučné pasterované [1 l]","2023-11","22.63","0114201","1303072512"
"Mléko polotučné pasterované [1 l]","2023-12","22.84","0114201","1303530075"
"Mléko polotučné pasterované [1 l]","2024-01","21.41","0114201","1303530076"
"Mléko polotučné pasterované [1 l]","2024-02","21.45","0114201","1303045511"
"Mléko polotučné pasterované [1 l]","2024-03","21.67","0114201","1270013840"
"Mléko polotučné pasterované [1 l]","2024-04","21.42","0114201","1282308222"
"Mléko polotučné pasterované [1 l]","2024-05","21.64","0114201","1289788473"
"Mléko polotučné pasterované [1 l]","2024-06","21.53","0114201","1301196734"
"Mléko polotučné pasterované [1 l]","2024-07","22.48","0114201","1307440591"
"Mléko polotučné pasterované [1 l]","2024-08","22.70","0114201","1327447904"
"Mléko polotučné pasterované [1 l]","2024-09","23.07","0114201","1337635830"
"Mléko polotučné pasterované [1 l]","2024-10","22.94","0114201","1344738623"
"Mléko polotučné pasterované [1 l]","2024-11","23.88","0114201","1349753104"
"Mléko polotučné trvanlivé [1 l]","2010-01","14.56","0114202","1302921906"
"Mléko polotučné trvanlivé [1 l]","2010-02","14.51","0114202","1303271679"
"Mléko polotučné trvanlivé [1 l]","2010-03","14.29","0114202","1303073318"
"Mléko polotučné trvanlivé [1 l]","2010-04","14.82","0114202","1302921276"
"Mléko polotučné trvanlivé [1 l]","2010-05","14.64","0114202","1303072893"
"Mléko polotučné trvanlivé [1 l]","2010-06","14.69","0114202","1303383167"
"Mléko polotučné trvanlivé [1 l]","2010-07","14.74","0114202","1303495427"
"Mléko polotučné trvanlivé [1 l]","2010-08","15.12","0114202","1303072693"
"Mléko polotučné trvanlivé [1 l]","2010-09","14.73","0114202","1303495428"
"Mléko polotučné trvanlivé [1 l]","2010-10","15.21","0114202","1303046985"
"Mléko polotučné trvanlivé [1 l]","2010-11","15.19","0114202","1303495429"
"Mléko polotučné trvanlivé [1 l]","2010-12","15.18","0114202","1303383168"
"Mléko polotučné trvanlivé [1 l]","2011-01","15.60","0114202","1303381602"
"Mléko polotučné trvanlivé [1 l]","2011-02","15.31","0114202","1303269290"
"Mléko polotučné trvanlivé [1 l]","2011-03","16.29","0114202","1303269291"
"Mléko polotučné trvanlivé [1 l]","2011-04","16.46","0114202","1302916931"
"Mléko polotučné trvanlivé [1 l]","2011-05","16.78","0114202","1303071201"
"Mléko polotučné trvanlivé [1 l]","2011-06","16.74","0114202","1303528597"
"Mléko polotučné trvanlivé [1 l]","2011-07","16.59","0114202","1303493755"
"Mléko polotučné trvanlivé [1 l]","2011-08","16.71","0114202","1303071082"
"Mléko polotučné trvanlivé [1 l]","2011-09","16.67","0114202","1303072295"
"Mléko polotučné trvanlivé [1 l]","2011-10","16.03","0114202","1303270377"
"Mléko polotučné trvanlivé [1 l]","2011-11","16.53","0114202","1303494994"
"Mléko polotučné trvanlivé [1 l]","2011-12","17.11","0114202","1303072296"
"Mléko polotučné trvanlivé [1 l]","2012-01","17.20","0114202","1303046525"
"Mléko polotučné trvanlivé [1 l]","2012-02","17.01","0114202","1302919141"
"Mléko polotučné trvanlivé [1 l]","2012-03","16.78","0114202","1303046526"
"Mléko polotučné trvanlivé [1 l]","2012-04","16.51","0114202","1303046630"
"Mléko polotučné trvanlivé [1 l]","2012-05","16.46","0114202","1302921491"
"Mléko polotučné trvanlivé [1 l]","2012-06","16.54","0114202","1303271496"
"Mléko polotučné trvanlivé [1 l]","2012-07","16.69","0114202","1302921492"
"Mléko polotučné trvanlivé [1 l]","2012-08","16.00","0114202","1302921493"
"Mléko polotučné trvanlivé [1 l]","2012-09","15.96","0114202","1303073105"
"Mléko polotučné trvanlivé [1 l]","2012-10","16.64","0114202","1303530677"
"Mléko polotučné trvanlivé [1 l]","2012-11","16.54","0114202","1303073106"
"Mléko polotučné trvanlivé [1 l]","2012-12","16.95","0114202","1302920857"
"Mléko polotučné trvanlivé [1 l]","2013-01","17.34","0114202","1302919816"
"Mléko polotučné trvanlivé [1 l]","2013-02","16.92","0114202","1303072613"
"Mléko polotučné trvanlivé [1 l]","2013-03","17.50","0114202","1303046881"
"Mléko polotučné trvanlivé [1 l]","2013-04","17.54","0114202","1303072614"
"Mléko polotučné trvanlivé [1 l]","2013-05","17.01","0114202","1302919817"
"Mléko polotučné trvanlivé [1 l]","2013-06","18.03","0114202","1303270696"
"Mléko polotučné trvanlivé [1 l]","2013-07","18.24","0114202","1303383059"
"Mléko polotučné trvanlivé [1 l]","2013-08","18.21","0114202","1303046882"
"Mléko polotučné trvanlivé [1 l]","2013-09","19.15","0114202","1303381542"
"Mléko polotučné trvanlivé [1 l]","2013-10","19.12","0114202","1303269233"
