"polozka","mesic","cena","polozka_kod","idhod"
"Chléb konzumní kmínový [1 kg]","2010-01","17.83","0111301","1303045171"
"Chléb konzumní kmínový [1 kg]","2010-02","18.89","0111301","1303381280"
"Chléb konzumní kmínový [1 kg]","2010-03","18.89","0111301","1303270700"
"Chléb konzumní kmínový [1 kg]","2010-04","18.84","0111301","1303046889"
"Chléb konzumní kmínový [1 kg]","2010-05","18.22","0111301","1303495338"
"Chléb konzumní kmínový [1 kg]","2010-06","18.39","0111301","1303496051"
"Chléb konzumní kmínový [1 kg]","2010-07","17.73","0111301","1303383837"
"Chléb konzumní kmínový [1 kg]","2010-08","17.43","0111301","1302921572"
"Chléb konzumní kmínový [1 kg]","2010-09","17.69","0111301","1302921573"
"Chléb konzumní kmínový [1 kg]","2010-10","17.69","0111301","1303073481"
"Chléb konzumní kmínový [1 kg]","2010-11","18.87","0111301","1303073482"
"Chléb konzumní kmínový [1 kg]","2010-12","19.85","0111301","1303496146"
"Chléb konzumní kmínový [1 kg]","2011-01","19.17","0111301","1303271525"
"Chléb konzumní kmínový [1 kg]","2011-02","19.15","0111301","1303495360"
"Chléb konzumní kmínový [1 kg]","2011-03","19.05","0111301","1302919881"
"Chléb konzumní kmínový [1 kg]","2011-04","19.48","0111301","1303046915"
"Chléb konzumní kmínový [1 kg]","2011-05","22.52","0111301","1303495361"
"Chléb konzumní kmínový [1 kg]","2011-06","22.70","0111301","1302919256"
"Chléb konzumní kmínový [1 kg]","2011-07","22.12","0111301","1303495060"
"Chléb konzumní kmínový [1 kg]","2011-08","22.63","0111301","1302919257"
"Chléb konzumní kmínový [1 kg]","2011-09","22.94","0111301","1302919258"
"Chléb konzumní kmínový [1 kg]","2011-10","22.92","0111301","1302916326"
"Chléb konzumní kmínový [1 kg]","2011-11","22.96","0111301","1303381281"
"Chléb konzumní kmínový [1 kg]","2011-12","22.96","0111301","1302916327"
"Chléb konzumní kmínový [1 kg]","2012-01","22.78","0111301","1303381282"
"Chléb konzumní kmínový [1 kg]","2012-02","22.75","0111301","1303493535"
"Chléb konzumní kmínový [1 kg]","2012-03","23.34","0111301","1303493536"
"Chléb konzumní kmínový [1 kg]","2012-04","23.30","0111301","1303381283"
"Chléb konzumní kmínový [1 kg]","2012-05","22.72","0111301","1302916328"
"Chléb konzumní kmínový [1 kg]","2012-06","22.76","0111301","1302918802"
"Chléb konzumní kmínový [1 kg]","2012-07","22.51","0111301","1303046365"
"Chléb konzumní kmínový [1 kg]","2012-08","22.68","0111301","1303046366"
"Chléb konzumní kmínový [1 kg]","2012-09","22.73","0111301","1302921575"
"Chléb konzumní kmínový [1 kg]","2012-10","22.75","0111301","1303531023"
"Chléb konzumní kmínový [1 kg]","2012-11","23.18","0111301","1303531024"
"Chléb konzumní kmínový [1 kg]","2012-12","23.19","0111301","1302921576"
"Chléb konzumní kmínový [1 kg]","2013-01","22.88","0111301","1303047718"
"Chléb konzumní kmínový [1 kg]","2013-02","22.45","0111301","1303270727"
"Chléb konzumní kmínový [1 kg]","2013-03","23.26","0111301","1302919882"
"Chléb konzumní kmínový [1 kg]","2013-04","23.31","0111301","1303530211"
"Chléb konzumní kmínový [1 kg]","2013-05","23.30","0111301","1303383094"
"Chléb konzumní kmínový [1 kg]","2013-06","22.96","0111301","1302919883"
"Chléb konzumní kmínový [1 kg]","2013-07","23.15","0111301","1303383095"
"Chléb konzumní kmínový [1 kg]","2013-08","23.14","0111301","1302919884"
"Chléb konzumní kmínový [1 kg]","2013-09","23.11","0111301","1303529913"
"Chléb konzumní kmínový [1 kg]","2013-10","22.95","0111301","1303383966"
"Chléb konzumní kmínový [1 kg]","2013-11","23.08","0111301","1303271551"
"Chléb konzumní kmínový [1 kg]","2013-12","23.10","0111301","1303493537"
"Chléb konzumní kmínový [1 kg]","2014-01","23.06","0111301","1303493538"
"Chléb konzumní kmínový [1 kg]","2014-02","23.05","0111301","1303268924"
"Chléb konzumní kmínový [1 kg]","2014-03","23.17","0111301","1303493539"
"Chléb konzumní kmínový [1 kg]","2014-04","23.12","0111301","1303528378"
"Chléb konzumní kmínový [1 kg]","2014-05","23.25","0111301","1303070864"
"Chléb konzumní kmínový [1 kg]","2014-06","22.71","0111301","1303270229"
"Chléb konzumní kmínový [1 kg]","2014-07","23.01","0111301","1302918803"
"Chléb konzumní kmínový [1 kg]","2014-08","23.03","0111301","1303046367"
"Chléb konzumní kmínový [1 kg]","2014-09","22.49","0111301","1303529689"
"Chléb konzumní kmínový [1 kg]","2014-10","23.04","0111301","1302918804"
"Chléb konzumní kmínový [1 kg]","2014-11","23.01","0111301","1303072234"
"Chléb konzumní kmínový [1 kg]","2014-12","23.04","0111301","1303383944"
"Chléb konzumní kmínový [1 kg]","2015-01","22.98","0111301","1303073483"
"Chléb konzumní kmínový [1 kg]","2015-02","22.92","0111301","1303530513"
"Chléb konzumní kmínový [1 kg]","2015-03","23.02","0111301","1303495362"
"Chléb konzumní kmínový [1 kg]","2015-04","22.53","0111301","1303270728"
"Chléb konzumní kmínový [1 kg]","2015-05","22.71","0111301","1303046917"
"Chléb konzumní kmínový [1 kg]","2015-06","22.44","0111301","1302919885"
"Chléb konzumní kmínový [1 kg]","2015-07","22.78","0111301","1303495363"
"Chléb konzumní kmínový [1 kg]","2015-08","22.06","0111301","1303530330"
"Chléb konzumní kmínový [1 kg]","2015-09","22.07","0111301","1303383206"
"Chléb konzumní kmínový [1 kg]","2015-10","22.05","0111301","1303496172"
"Chléb konzumní kmínový [1 kg]","2015-11","22.06","0111301","1303271553"
"Chléb konzumní kmínový [1 kg]","2015-12","21.86","0111301","1302921622"
"Chléb konzumní kmínový [1 kg]","2016-01","21.79","0111301","1303531063"
"Chléb konzumní kmínový [1 kg]","2016-02","21.73","0111301","1303496283"
"Chléb konzumní kmínový [1 kg]","2016-03","21.48","0111301","1302920025"
"Chléb konzumní kmínový [1 kg]","2016-04","21.73","0111301","1302920026"
"Chléb konzumní kmínový [1 kg]","2016-05","21.75","0111301","1303530297"
"Chléb konzumní kmínový [1 kg]","2016-06","21.37","0111301","1302921783"
"Chléb konzumní kmínový [1 kg]","2016-07","21.79","0111301","1302921784"
"Chléb konzumní kmínový [1 kg]","2016-08","21.79","0111301","1303531141"
"Chléb konzumní kmínový [1 kg]","2016-09","21.77","0111301","1303073583"
"Chléb konzumní kmínový [1 kg]","2016-10","21.82","0111301","1303073584"
"Chléb konzumní kmínový [1 kg]","2016-11","21.67","0111301","1303073585"
"Chléb konzumní kmínový [1 kg]","2016-12","22.79","0111301","1303384045"
"Chléb konzumní kmínový [1 kg]","2017-01","22.87","0111301","1303384046"
"Chléb konzumní kmínový [1 kg]","2017-02","22.56","0111301","1302920070"
"Chléb konzumní kmínový [1 kg]","2017-03","24.11","0111301","1303530331"
"Chléb konzumní kmínový [1 kg]","2017-04","24.68","0111301","1303495462"
"Chléb konzumní kmínový [1 kg]","2017-05","24.62","0111301","1303530332"
"Chléb konzumní kmínový [1 kg]","2017-06","24.65","0111301","1303495181"
"Chléb konzumní kmínový [1 kg]","2017-07","24.52","0111301","1303382880"
"Chléb konzumní kmínový [1 kg]","2017-08","24.56","0111301","1303046709"
"Chléb konzumní kmínový [1 kg]","2017-09","24.49","0111301","1302919466"
"Chléb konzumní kmínový [1 kg]","2017-10","23.42","0111301","1303495527"
"Chléb konzumní kmínový [1 kg]","2017-11","24.64","0111301","1302920245"
"Chléb konzumní kmínový [1 kg]","2017-12","24.72","0111301","1303530407"
"Chléb konzumní kmínový [1 kg]","2018-01","24.71","0111301","1302920246"
"Chléb konzumní kmínový [1 kg]","2018-02","24.79","0111301","1303270889"
"Chléb konzumní kmínový [1 kg]","2018-03","24.82","0111301","1302920247"
"Chléb konzumní kmínový [1 kg]","2018-04","24.25","0111301","1303270890"
"Chléb konzumní kmínový [1 kg]","2018-05","24.08","0111301","1302920248"
"Chléb konzumní kmínový [1 kg]","2018-06","24.13","0111301","1303271130"
"Chléb konzumní kmínový [1 kg]","2018-07","24.30","0111301","1303383525"
"Chléb konzumní kmínový [1 kg]","2018-08","24.01","0111301","1303530621"
"Chléb konzumní kmínový [1 kg]","2018-09","23.77","0111301","1303383526"
"Chléb konzumní kmínový [1 kg]","2018-10","23.65","0111301","1303495867"
"Chléb konzumní kmínový [1 kg]","2018-11","23.38","0111301","1303047420"
"Chléb konzumní kmínový [1 kg]","2018-12","24.65","0111301","1303271223"
"Chléb konzumní kmínový [1 kg]","2019-01","25.59","0111301","1302920297"
"Chléb konzumní kmínový [1 kg]","2019-02","25.70","0111301","1302919076"
"Chléb konzumní kmínový [1 kg]","2019-03","26.56","0111301","1302919255"
"Chléb konzumní kmínový [1 kg]","2019-04","26.51","0111301","1302921833"
"Chléb konzumní kmínový [1 kg]","2019-05","26.34","0111301","1303531162"
"Chléb konzumní kmínový [1 kg]","2019-06","26.22","0111301","1303073603"
"Chléb konzumní kmínový [1 kg]","2019-07","26.20","0111301","1302918661"
"Chléb konzumní kmínový [1 kg]","2019-08","26.12","0111301","1302918662"
"Chléb konzumní kmínový [1 kg]","2019-09","26.25","0111301","1303494767"
"Chléb konzumní kmínový [1 kg]","2019-10","26.43","0111301","1303383069"
"Chléb konzumní kmínový [1 kg]","2019-11","26.41","0111301","1303495339"
"Chléb konzumní kmínový [1 kg]","2019-12","26.41","0111301","1303383070"
"Chléb konzumní kmínový [1 kg]","2020-01","26.43","0111301","1303072618"
"Chléb konzumní kmínový [1 kg]","2020-02","26.81","0111301","1303495340"
"Chléb konzumní kmínový [1 kg]","2020-03","26.90","0111301","1303530182"
"Chléb konzumní kmínový [1 kg]","2020-04","27.79","0111301","1303270425"
"Chléb konzumní kmínový [1 kg]","2020-05","27.64","0111301","1302919211"
"Chléb konzumní kmínový [1 kg]","2020-06","27.93","0111301","1302921574"
"Chléb konzumní kmínový [1 kg]","2020-07","27.97","0111301","1303047421"
"Chléb konzumní kmínový [1 kg]","2020-08","27.56","0111301","1303495868"
"Chléb konzumní kmínový [1 kg]","2020-09","28.07","0111301","1303073146"
"Chléb konzumní kmínový [1 kg]","2020-10","27.17","0111301","1303047422"
"Chléb konzumní kmínový [1 kg]","2020-11","26.99","0111301","1303271224"
"Chléb konzumní kmínový [1 kg]","2020-12","27.67","0111301","1303383614"
"Chléb konzumní kmínový [1 kg]","2021-01","28.32","0111301","1226074089"
"Chléb konzumní kmínový [1 kg]","2021-02","28.67","0111301","1226074100"
"Chléb konzumní kmínový [1 kg]","2021-03","28.76","0111301","1226074111"
"Chléb konzumní kmínový [1 kg]","2021-04","28.66","0111301","1226074122"
"Chléb konzumní kmínový [1 kg]","2021-05","28.62","0111301","1226074133"
"Chléb konzumní kmínový [1 kg]","2021-06","29.12","0111301","1226074145"
"Chléb konzumní kmínový [1 kg]","2021-07","29.06","0111301","1226074156"
"Chléb konzumní kmínový [1 kg]","2021-08","29.76","0111301","1226074167"
"Chléb konzumní kmínový [1 kg]","2021-09","29.60","0111301","1226074178"
"Chléb konzumní kmínový [1 kg]","2021-10","29.56","0111301","1226074189"
"Chléb konzumní kmínový [1 kg]","2021-11","29.81","0111301","1226074200"
"Chléb konzumní kmínový [1 kg]","2021-12","29.82","0111301","1226074211"
"Chléb konzumní kmínový [1 kg]","2022-01","33.71","0111301","1303270703"
"Chléb konzumní kmínový [1 kg]","2022-02","34.32","0111301","1303383071"
"Chléb konzumní kmínový [1 kg]","2022-03","34.88","0111301","1302919828"
"Chléb konzumní kmínový [1 kg]","2022-04","37.61","0111301","1303383072"
"Chléb konzumní kmínový [1 kg]","2022-05","39.41","0111301","1303530184"
"Chléb konzumní kmínový [1 kg]","2022-06","39.97","0111301","1302921577"
"Chléb konzumní kmínový [1 kg]","2022-07","40.13","0111301","1303531025"
"Chléb konzumní kmínový [1 kg]","2022-08","40.28","0111301","1303531026"
"Chléb konzumní kmínový [1 kg]","2022-09","40.97","0111301","1303047719"
"Chléb konzumní kmínový [1 kg]","2022-10","43.80","0111301","1303271225"
"Chléb konzumní kmínový [1 kg]","2022-11","44.22","0111301","1303047423"
"Chléb konzumní kmínový [1 kg]","2022-12","44.32","0111301","1303073148"
"Chléb konzumní kmínový [1 kg]","2023-01","44.48","0111301","1303383616"
"Chléb konzumní kmínový [1 kg]","2023-02","44.72","0111301","1303072361"
"Chléb konzumní kmínový [1 kg]","2023-03","44.75","0111301","1303382782"
"Chléb konzumní kmínový [1 kg]","2023-04","44.33","0111301","1303529914"
"Chléb konzumní kmínový [1 kg]","2023-05","44.67","0111301","1303495062"
"Chléb konzumní kmínový [1 kg]","2023-06","44.57","0111301","1303495063"
"Chléb konzumní kmínový [1 kg]","2023-07","44.63","0111301","1302919261"
"Chléb konzumní kmínový [1 kg]","2023-08","44.66","0111301","1303046594"
"Chléb konzumní kmínový [1 kg]","2023-09","44.36","0111301","1303046595"
"Chléb konzumní kmínový [1 kg]","2023-10","44.08","0111301","1303044991"
"Chléb konzumní kmínový [1 kg]","2023-11","44.26","0111301","1303381116"
"Chléb konzumní kmínový [1 kg]","2023-12","44.39","0111301","1303493355"
"Chléb konzumní kmínový [1 kg]","2024-01","42.87","0111301","1302919830"
"Chléb konzumní kmínový [1 kg]","2024-02","43.06","0111301","1302920021"
"Chléb konzumní kmínový [1 kg]","2024-03","43.06","0111301","1270013810"
"Chléb konzumní kmínový [1 kg]","2024-04","42.83","0111301","1282308173"
"Chléb konzumní kmínový [1 kg]","2024-05","42.99","0111301","1289788443"
"Chléb konzumní kmínový [1 kg]","2024-06","43.10","0111301","1301196704"
"Chléb konzumní kmínový [1 kg]","2024-07","43.15","0111301","1307440561"
"Chléb konzumní kmínový [1 kg]","2024-08","42.95","0111301","1327447874"
"Chléb konzumní kmínový [1 kg]","2024-09","42.91","0111301","1337635826"
"Chléb konzumní kmínový [1 kg]","2024-10","42.82","0111301","1344738593"
"Chléb konzumní kmínový [1 kg]","2024-11","42.45","0111301","1349753162"
"Pečivo pšeničné bílé [1 kg]","2010-01","33.78","0111303","1303072730"
"Pečivo pšeničné bílé [1 kg]","2010-02","33.66","0111303","1303382878"
"Pečivo pšeničné bílé [1 kg]","2010-03","33.51","0111303","1303270540"
"Pečivo pšeničné bílé [1 kg]","2010-04","32.27","0111303","1303072439"
"Pečivo pšeničné bílé [1 kg]","2010-05","33.19","0111303","1303382879"
"Pečivo pšeničné bílé [1 kg]","2010-06","33.30","0111303","1303495179"
"Pečivo pšeničné bílé [1 kg]","2010-07","33.21","0111303","1303495180"
"Pečivo pšeničné bílé [1 kg]","2010-08","33.38","0111303","1302920027"
"Pečivo pšeničné bílé [1 kg]","2010-09","31.89","0111303","1303383178"
"Pečivo pšeničné bílé [1 kg]","2010-10","33.02","0111303","1302920028"
"Pečivo pšeničné bílé [1 kg]","2010-11","34.91","0111303","1303495438"
"Pečivo pšeničné bílé [1 kg]","2010-12","38.37","0111303","1302920029"
"Pečivo pšeničné bílé [1 kg]","2011-01","37.66","0111303","1302920030"
"Pečivo pšeničné bílé [1 kg]","2011-02","37.64","0111303","1303382856"
"Pečivo pšeničné bílé [1 kg]","2011-03","37.75","0111303","1303046682"
"Pečivo pšeničné bílé [1 kg]","2011-04","38.45","0111303","1302921785"
"Pečivo pšeničné bílé [1 kg]","2011-05","45.88","0111303","1303383727"
"Pečivo pšeničné bílé [1 kg]","2011-06","45.99","0111303","1303383728"
"Pečivo pšeničné bílé [1 kg]","2011-07","45.97","0111303","1303495960"
"Pečivo pšeničné bílé [1 kg]","2011-08","46.10","0111303","1302921154"
"Pečivo pšeničné bílé [1 kg]","2011-09","46.08","0111303","1303047528"
"Pečivo pšeničné bílé [1 kg]","2011-10","46.08","0111303","1303073248"
"Pečivo pšeničné bílé [1 kg]","2011-11","46.09","0111303","1303073249"
"Pečivo pšeničné bílé [1 kg]","2011-12","45.99","0111303","1302919467"
"Pečivo pšeničné bílé [1 kg]","2012-01","45.50","0111303","1303072440"
"Pečivo pšeničné bílé [1 kg]","2012-02","45.55","0111303","1303270541"
"Pečivo pšeničné bílé [1 kg]","2012-03","46.07","0111303","1303495182"
"Pečivo pšeničné bílé [1 kg]","2012-04","44.06","0111303","1303530022"
"Pečivo pšeničné bílé [1 kg]","2012-05","43.15","0111303","1302918865"
"Pečivo pšeničné bílé [1 kg]","2012-06","43.12","0111303","1303382591"
"Pečivo pšeničné bílé [1 kg]","2012-07","42.89","0111303","1303529713"
"Pečivo pšeničné bílé [1 kg]","2012-08","41.80","0111303","1303530087"
"Pečivo pšeničné bílé [1 kg]","2012-09","41.85","0111303","1303270613"
"Pečivo pšeničné bílé [1 kg]","2012-10","41.84","0111303","1303046791"
"Pečivo pšeničné bílé [1 kg]","2012-11","43.56","0111303","1303495251"
"Pečivo pšeničné bílé [1 kg]","2012-12","44.11","0111303","1303072523"
"Pečivo pšeničné bílé [1 kg]","2013-01","45.41","0111303","1302919632"
"Pečivo pšeničné bílé [1 kg]","2013-02","44.00","0111303","1303072524"
"Pečivo pšeničné bílé [1 kg]","2013-03","43.95","0111303","1302919633"
"Pečivo pšeničné bílé [1 kg]","2013-04","41.97","0111303","1303046573"
"Pečivo pšeničné bílé [1 kg]","2013-05","41.41","0111303","1303529867"
"Pečivo pšeničné bílé [1 kg]","2013-06","41.28","0111303","1302919209"
"Pečivo pšeničné bílé [1 kg]","2013-07","40.97","0111303","1303072338"
"Pečivo pšeničné bílé [1 kg]","2013-08","40.97","0111303","1303382446"
"Pečivo pšeničné bílé [1 kg]","2013-09","41.03","0111303","1303382447"
"Pečivo pšeničné bílé [1 kg]","2013-10","40.51","0111303","1303382448"
"Pečivo pšeničné bílé [1 kg]","2013-11","40.96","0111303","1303270126"
"Pečivo pšeničné bílé [1 kg]","2013-12","40.91","0111303","1302920298"
"Pečivo pšeničné bílé [1 kg]","2014-01","40.74","0111303","1303072823"
"Pečivo pšeničné bílé [1 kg]","2014-02","40.72","0111303","1303530428"
"Pečivo pšeničné bílé [1 kg]","2014-03","40.79","0111303","1303047113"
"Pečivo pšeničné bílé [1 kg]","2014-04","40.24","0111303","1303383312"
"Pečivo pšeničné bílé [1 kg]","2014-05","41.60","0111303","1303530429"
"Pečivo pšeničné bílé [1 kg]","2014-06","40.97","0111303","1302920299"
"Pečivo pšeničné bílé [1 kg]","2014-07","40.36","0111303","1303072824"
"Pečivo pšeničné bílé [1 kg]","2014-08","40.66","0111303","1302918663"
"Pečivo pšeničné bílé [1 kg]","2014-09","40.43","0111303","1303270149"
"Pečivo pšeničné bílé [1 kg]","2014-10","39.06","0111303","1303046296"
"Pečivo pšeničné bílé [1 kg]","2014-11","40.38","0111303","1303047647"
"Pečivo pšeničné bílé [1 kg]","2014-12","39.99","0111303","1303496070"
"Pečivo pšeničné bílé [1 kg]","2015-01","38.93","0111303","1302921405"
"Pečivo pšeničné bílé [1 kg]","2015-02","39.99","0111303","1303047648"
"Pečivo pšeničné bílé [1 kg]","2015-03","40.25","0111303","1303047649"
"Pečivo pšeničné bílé [1 kg]","2015-04","40.84","0111303","1303529868"
"Pečivo pšeničné bílé [1 kg]","2015-05","38.41","0111303","1302919212"
"Pečivo pšeničné bílé [1 kg]","2015-06","40.16","0111303","1303495037"
"Pečivo pšeničné bílé [1 kg]","2015-07","38.75","0111303","1303382750"
"Pečivo pšeničné bílé [1 kg]","2015-08","39.52","0111303","1303270426"
"Pečivo pšeničné bílé [1 kg]","2015-09","39.72","0111303","1303382751"
"Pečivo pšeničné bílé [1 kg]","2015-10","39.44","0111303","1303529869"
"Pečivo pšeničné bílé [1 kg]","2015-11","39.63","0111303","1303382450"
"Pečivo pšeničné bílé [1 kg]","2015-12","39.63","0111303","1303073147"
"Pečivo pšeničné bílé [1 kg]","2016-01","39.64","0111303","1303383615"
"Pečivo pšeničné bílé [1 kg]","2016-02","40.74","0111303","1303495544"
"Pečivo pšeničné bílé [1 kg]","2016-03","40.64","0111303","1303047114"
"Pečivo pšeničné bílé [1 kg]","2016-04","41.13","0111303","1302920300"
"Pečivo pšeničné bílé [1 kg]","2016-05","40.79","0111303","1303383313"
"Pečivo pšeničné bílé [1 kg]","2016-06","40.74","0111303","1303047115"
"Pečivo pšeničné bílé [1 kg]","2016-07","40.74","0111303","1303270911"
"Pečivo pšeničné bílé [1 kg]","2016-08","40.73","0111303","1303382478"
"Pečivo pšeničné bílé [1 kg]","2016-09","40.65","0111303","1303046298"
"Pečivo pšeničné bílé [1 kg]","2016-10","40.72","0111303","1303072081"
"Pečivo pšeničné bílé [1 kg]","2016-11","40.63","0111303","1303270150"
"Pečivo pšeničné bílé [1 kg]","2016-12","44.62","0111303","1303046299"
"Pečivo pšeničné bílé [1 kg]","2017-01","42.76","0111303","1303529611"
"Pečivo pšeničné bílé [1 kg]","2017-02","45.25","0111303","1302921406"
"Pečivo pšeničné bílé [1 kg]","2017-03","45.21","0111303","1303073383"
"Pečivo pšeničné bílé [1 kg]","2017-04","45.36","0111303","1302919829"
"Pečivo pšeničné bílé [1 kg]","2017-05","45.50","0111303","1303382752"
"Pečivo pšeničné bílé [1 kg]","2017-06","45.50","0111303","1303529870"
"Pečivo pšeničné bílé [1 kg]","2017-07","45.46","0111303","1303495038"
"Pečivo pšeničné bílé [1 kg]","2017-08","45.48","0111303","1303072339"
"Pečivo pšeničné bílé [1 kg]","2017-09","45.31","0111303","1302919413"
"Pečivo pšeničné bílé [1 kg]","2017-10","45.69","0111303","1302919414"
"Pečivo pšeničné bílé [1 kg]","2017-11","45.60","0111303","1302919415"
"Pečivo pšeničné bílé [1 kg]","2017-12","45.80","0111303","1303530718"
"Pečivo pšeničné bílé [1 kg]","2018-01","45.92","0111303","1303047424"
"Pečivo pšeničné bílé [1 kg]","2018-02","44.33","0111303","1302920935"
"Pečivo pšeničné bílé [1 kg]","2018-03","44.22","0111303","1303495959"
"Pečivo pšeničné bílé [1 kg]","2018-04","41.94","0111303","1303047526"
"Pečivo pšeničné bílé [1 kg]","2018-05","43.77","0111303","1302920302"
"Pečivo pšeničné bílé [1 kg]","2018-06","43.96","0111303","1302920511"
"Pečivo pšeničné bílé [1 kg]","2018-07","43.93","0111303","1303072923"
"Pečivo pšeničné bílé [1 kg]","2018-08","44.94","0111303","1303494768"
"Pečivo pšeničné bílé [1 kg]","2018-09","42.26","0111303","1303529612"
"Pečivo pšeničné bílé [1 kg]","2018-10","42.67","0111303","1303046300"
"Pečivo pšeničné bílé [1 kg]","2018-11","42.91","0111303","1302918664"
"Pečivo pšeničné bílé [1 kg]","2018-12","45.11","0111303","1302918861"
"Pečivo pšeničné bílé [1 kg]","2019-01","45.41","0111303","1303494868"
"Pečivo pšeničné bílé [1 kg]","2019-02","45.43","0111303","1303072166"
"Pečivo pšeničné bílé [1 kg]","2019-03","47.69","0111303","1303529711"
"Pečivo pšeničné bílé [1 kg]","2019-04","47.65","0111303","1302920023"
"Pečivo pšeničné bílé [1 kg]","2019-05","47.43","0111303","1303530296"
"Pečivo pšeničné bílé [1 kg]","2019-06","47.79","0111303","1302920024"
"Pečivo pšeničné bílé [1 kg]","2019-07","47.75","0111303","1303495437"
"Pečivo pšeničné bílé [1 kg]","2019-08","46.65","0111303","1303495152"
"Pečivo pšeničné bílé [1 kg]","2019-09","47.69","0111303","1303382852"
"Pečivo pšeničné bílé [1 kg]","2019-10","47.77","0111303","1303382853"
"Pečivo pšeničné bílé [1 kg]","2019-11","47.93","0111303","1303382854"
"Pečivo pšeničné bílé [1 kg]","2019-12","47.10","0111303","1302921152"
"Pečivo pšeničné bílé [1 kg]","2020-01","47.90","0111303","1303047527"
"Pečivo pšeničné bílé [1 kg]","2020-02","46.74","0111303","1303383725"
"Pečivo pšeničné bílé [1 kg]","2020-03","46.69","0111303","1303383726"
"Pečivo pšeničné bílé [1 kg]","2020-04","47.43","0111303","1303271322"
"Pečivo pšeničné bílé [1 kg]","2020-05","47.57","0111303","1303530820"
"Pečivo pšeničné bílé [1 kg]","2020-06","47.84","0111303","1303271323"
"Pečivo pšeničné bílé [1 kg]","2020-07","47.42","0111303","1302921153"
"Pečivo pšeničné bílé [1 kg]","2020-08","46.97","0111303","1303530020"
"Pečivo pšeničné bílé [1 kg]","2020-09","44.61","0111303","1302919465"
"Pečivo pšeničné bílé [1 kg]","2020-10","43.93","0111303","1303530021"
"Pečivo pšeničné bílé [1 kg]","2020-11","44.39","0111303","1303072168"
"Pečivo pšeničné bílé [1 kg]","2020-12","44.15","0111303","1302918862"
"Pečivo pšeničné bílé [1 kg]","2021-01","41.77","0111303","1226074222"
"Pečivo pšeničné bílé [1 kg]","2021-02","41.43","0111303","1226074233"
"Pečivo pšeničné bílé [1 kg]","2021-03","42.16","0111303","1226074244"
"Pečivo pšeničné bílé [1 kg]","2021-04","42.01","0111303","1226074256"
"Pečivo pšeničné bílé [1 kg]","2021-05","42.04","0111303","1226074267"
"Pečivo pšeničné bílé [1 kg]","2021-06","41.92","0111303","1226074278"
"Pečivo pšeničné bílé [1 kg]","2021-07","41.20","0111303","1226074289"
"Pečivo pšeničné bílé [1 kg]","2021-08","44.49","0111303","1226074300"
"Pečivo pšeničné bílé [1 kg]","2021-09","45.06","0111303","1226074311"
"Pečivo pšeničné bílé [1 kg]","2021-10","44.31","0111303","1226074322"
"Pečivo pšeničné bílé [1 kg]","2021-11","45.35","0111303","1226074333"
"Pečivo pšeničné bílé [1 kg]","2021-12","45.35","0111303","1226074344"
"Pečivo pšeničné bílé [1 kg]","2022-01","51.50","0111303","1303047629"
"Pečivo pšeničné bílé [1 kg]","2022-02","53.19","0111303","1302920515"
"Pečivo pšeničné bílé [1 kg]","2022-03","53.60","0111303","1303047229"
"Pečivo pšeničné bílé [1 kg]","2022-04","57.35","0111303","1303530623"
"Pečivo pšeničné bílé [1 kg]","2022-05","57.81","0111303","1303495758"
"Pečivo pšeničné bílé [1 kg]","2022-06","59.16","0111303","1303383527"
"Pečivo pšeničné bílé [1 kg]","2022-07","59.54","0111303","1303047323"
"Pečivo pšeničné bílé [1 kg]","2022-08","59.26","0111303","1302918866"
"Pečivo pšeničné bílé [1 kg]","2022-09","60.94","0111303","1303529714"
"Pečivo pšeničné bílé [1 kg]","2022-10","67.27","0111303","1303046489"
"Pečivo pšeničné bílé [1 kg]","2022-11","67.49","0111303","1302919079"
"Pečivo pšeničné bílé [1 kg]","2022-12","68.05","0111303","1303046490"
"Pečivo pšeničné bílé [1 kg]","2023-01","67.83","0111303","1303072265"
"Pečivo pšeničné bílé [1 kg]","2023-02","67.75","0111303","1303496284"
"Pečivo pšeničné bílé [1 kg]","2023-03","67.78","0111303","1303073609"
"Pečivo pšeničné bílé [1 kg]","2023-04","67.00","0111303","1302919634"
"Pečivo pšeničné bílé [1 kg]","2023-05","68.12","0111303","1303529777"
"Pečivo pšeničné bílé [1 kg]","2023-06","67.96","0111303","1303494938"
"Pečivo pšeničné bílé [1 kg]","2023-07","68.24","0111303","1303382648"
"Pečivo pšeničné bílé [1 kg]","2023-08","67.97","0111303","1303494939"
"Pečivo pšeničné bílé [1 kg]","2023-09","68.14","0111303","1302919026"
"Pečivo pšeničné bílé [1 kg]","2023-10","67.78","0111303","1303494940"
"Pečivo pšeničné bílé [1 kg]","2023-11","67.62","0111303","1303529778"
"Pečivo pšeničné bílé [1 kg]","2023-12","67.50","0111303","1303072055"
"Pečivo pšeničné bílé [1 kg]","2024-01","64.11","0111303","1303382449"
"Pečivo pšeničné bílé [1 kg]","2024-02","63.74","0111303","1303072056"
"Pečivo pšeničné bílé [1 kg]","2024-03","63.80","0111303","1270013811"
"Pečivo pšeničné bílé [1 kg]","2024-04","62.86","0111303","1282308237"
"Pečivo pšeničné bílé [1 kg]","2024-05","63.63","0111303","1289788444"
"Pečivo pšeničné bílé [1 kg]","2024-06","64.54","0111303","1301196705"
